,0,1,2,3,4,5
0,-0.008902785780304985,0.010537745837447127,0.10397894849271648,0.026384840305549925,-0.00639339265389894,0.07985367815010977
1,0.048643688807277596,-0.07199503058556127,-0.08551849805464695,-0.0038151416730629662,-0.06265534262453605,-0.026000229505553994
2,-0.02228449604848458,-0.0523887048914078,-0.14912551159776272,0.025140057968344346,0.13377245345529049,0.05073060225748398
3,-0.01819134196835037,0.055214838880287276,-0.011993417188846082,0.07760862602356658,0.06611028447190247,0.005277874351744295
4,0.03177710532314227,0.08906503137779555,-0.039103255809421596,0.09883615984219118,0.04210854716743411,0.03393355548335223
5,-0.007410601030809373,-0.08963622073073968,0.05379699197092617,0.008618314028723964,0.043218319946160266,0.12075569468746032
6,-0.046783885972855696,-0.05075038647003715,0.008865283097737322,-0.1225380835786647,-0.04656979963222257,0.026613050919206127
7,-0.005169114027542826,-0.05266481790320211,0.15871070041879137,-0.04720053010348176,-0.03428969568217482,0.0008380307979456436
8,-0.07335767940563444,-0.08800106746130382,-0.00012526305816429808,-0.10254013514874577,-0.1340538985175652,-0.19070194932197274
9,-0.04305707871464003,-0.11249278011976402,0.0612135670517198,0.0215661242562538,-0.023827114578661816,-0.06161675531596581
10,-0.022984618098756335,-0.003425652710679773,-0.047493092734087965,0.08404636253905448,0.0035121957075926868,0.005061608384132804
11,0.015246586217494973,0.1029514119107346,-0.09096279158170849,0.0686182287232828,0.08197951019574963,0.03326097026843432
12,0.03940984444849297,0.03144801591997206,-0.005100363557049561,0.12453958861675622,0.17586702664982207,0.1645126745076701
13,0.05122512330630164,-0.06017741528922629,0.02081009448884301,0.062124785922007604,0.007571735613102627,-0.02088116436868105
14,-0.06178276232227164,0.13392774033459887,-0.08510969979141414,0.0651525725803319,0.04615019770001529,0.09826758645819907
15,0.04878581654905444,0.1719004188095798,-0.1363153593439501,-0.012276709800787294,-0.05864460982631189,-0.035563694041842286
16,0.019647201560696752,0.017597484306267765,0.09788886639593163,-0.0021600510732385607,-0.036875421451475474,0.0019582336280886768
17,-0.05493096925398708,-0.03141423492793847,0.07939132123205449,-0.06319331141039937,-0.04016997239044907,0.00265025357026627
18,0.2706627728175151,-0.10878302831606945,0.04146570619647719,-0.013546738058357037,0.03820218408185126,0.11939987018531856
19,0.05352636350886267,-0.18092875381580764,-0.04987877798448188,-0.05912430032038972,-0.06079574044359805,0.05084728292544616
20,0.005745496486295524,0.035399045849135904,0.04909421724270535,0.06503954098946846,0.0861991536934837,0.10364308618182974
21,0.07930263570843628,-0.07659682522402088,-0.009171457189203387,-0.026595947397806703,0.0022456343615688433,-0.012955969201936958
22,0.6964743353509503,0.12680684934544856,0.05370306832993141,-0.04073593567543117,-0.019603148642353733,-0.02475814406006406
23,0.6577909741667957,-0.0795058511741581,0.12080373683275548,0.009003478734060487,0.006050914550527822,0.05854274540788407
24,0.7564959768054162,0.049908400913346716,0.1015986663453313,0.021653239413659767,-0.018163767364349125,-0.005260040360578408
25,0.6488282926701924,-0.030473642443437424,-0.03587292649328622,-0.012878488150520794,0.02676863225277111,0.18089870672361666
26,0.7241665925261956,-0.048904381370923004,0.061703490629707966,0.061913876342694206,0.06810210447003603,0.12692355125612698
27,-0.08870111506842858,-0.07847575528400283,-0.045513577755977315,0.03253141945867937,0.06030330358404743,0.024390185030817454
28,-0.026534620329372736,0.01781901446619204,-0.011426702987571955,0.05140847929851449,0.015315950020801722,0.0019421572510276985
29,-0.006967430374648012,-0.05408977512347873,-0.06091446619304751,-0.08808428856114987,-0.02985294547672126,-0.003683881681672996
30,0.028980051266596717,0.07960950180630344,0.014339345661048941,-0.10003473728570438,-0.07142043225728634,-0.051919972132663986
31,0.0737193974579345,0.09569752951766995,0.04993465349155102,0.11949705530525735,0.02898824438752897,0.06997122370389412
32,-0.012718553335026455,-0.10581073739657196,0.08946050052342745,0.05307268744364778,0.02503161764776305,-0.015736717601887492
33,0.0438916679261941,-0.07484462004130113,0.045122222668767746,0.0697784680731191,-0.0029978398395115527,0.021454303658680278
34,-0.06860380118920185,0.07288229509666647,0.0018205760501135934,-0.007933994388903015,0.06620187327165664,0.05546591879752372
35,-0.14160623154842855,0.726630242655796,-0.10968656914515237,0.034409198518704755,0.05618180827513383,-0.026354262575297313
36,-0.006978897023788919,0.7411101435871221,0.02614767503712863,0.0814164639340875,-0.00043874628656862674,-0.06364356901922535
37,-0.0005678176713133768,0.5343015684129736,-0.07755483724417828,0.060385395373105305,0.045424149115287464,-0.019340671855788225
38,-0.14744672953552493,0.6044560487676608,-0.10134713309226297,0.02300944209758911,-0.0470285769335973,-0.1230224041173901
39,-0.022273117870477404,0.6829778969857606,-0.13332178291714283,0.02188150585582232,0.017072684758696582,-0.08286989980235578
40,0.12893358338163868,-0.1465131093248071,0.007476452908298831,-0.051471227802088515,-0.028318529895737583,0.04328785015105361
41,-0.04907550601064307,-0.08949075956961579,-0.15539801319618218,-0.006697620390141089,0.01062017174675773,-0.0023098519980246594
42,-0.031589451663101974,-0.047893042409204264,0.011220764488025059,0.08984891643585138,0.06779882264407625,0.046099142766953496
43,0.5881325891682184,0.01895615319531674,0.120805232138813,-0.06793916721770561,-0.0435251339386651,0.07692701528242799
44,0.6749797883312421,-0.005334072910456384,0.024344539657812556,-0.10765827204981786,-0.10058032813433439,-0.04114374491866142
45,0.6727705919572379,0.014592374159047529,0.1251989490065371,0.03745327930351093,-0.014893388291328238,0.015478458958623709
46,0.7268461815119548,0.08483574074533341,0.15743808902038794,-0.07735372375596097,-0.047316208881155855,-0.029791968241876403
47,0.6521703651040112,0.13430999858119613,0.07006840133061176,0.03650289056039573,-0.029204015452890864,-0.08006635713680946
